"id","id2","full_call","short_call","main","topic","class","subclass","matched_class","matched_subclass","matched_lowtopic","matched_hightopic","match_x","match_y","multimatch"
"uc2.ark+=13960=t8x92448j","18003196","HV6025.P25;HV6035.P3","HV6025","HV","6025","H","V","H","V","6001","7220.5","460.436632916667","149.991809958333","0"
"uc2.ark+=13960=t8x925511","1003111","B1552.A2 1854;B1552.A2 1854","B1552","B","1552","B","","B","","108","5802","475.137111359259","94.9653543225926","0"
"uc2.ark+=13960=t8z894w24","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t8z895f55","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t8z895h4k","1604","Q181.H87;Q181.H87","Q181","Q","181","Q","","Q","","1","295","310.624573492956","114.39554400974","0"
"uc2.ark+=13960=t8z896r7k","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t8z898q31","3697","HB3711.J8;HB3711.J8","HB3711","HB","3711","H","B","H","B","1","3840","498.136144887218","132.330840639098","0"
"uc2.ark+=13960=t8z89dr72","5035578","BL51.L3;BL51.L3","BL51","BL","51","B","L","B","L","51","65","448.88177","162.9204","0"
"uc2.ark+=13960=t8z89g141","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t90864p98","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t90866450","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t90866g02","a11001663","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t90866v2z","22022708","BF233.W65;BF233.W65","BF233","BF","233","B","F","B","F","231","299","397.1246","196.0995","0"
"uc2.ark+=13960=t90869j63","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t91836c97","17013311","BL51.B25;BL51.B25","BL51","BL","51","B","L","B","L","51","65","448.88177","162.9204","0"
"uc2.ark+=13960=t91837w1h","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t9280796g","22002427","JX1906.A3 no. 40;JX1906.A3 no. 40","JX1906","JX","1906","J","X","J","X","1901","1995","484.66455","119.910446","0"
"uc2.ark+=13960=t92807k1n","21006344","LC191.S65;LC191.S65","LC191","LC","191","L","C","L","","","","477.450583","102.1775434","0"
"uc2.ark+=13960=t92807m70","22012982","HM66.B7 1922a;HM66.B7 1922","HM66","HM","66","H","M","H","","","","482.753497147051","127.326241025193","0"
"uc2.ark+=13960=t9280821b","e16000191","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t93778g8q","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t93778m33","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t93779c1d","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t9377cq07","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t9474971s","9032690","HM51.B32;HM51.B32","HM51","HM","51","H","M","H","","","","482.753497147051","127.326241025193","0"
"uc2.ark+=13960=t9474b56q","31006640","BL430.L3 1898;BL430.L3 1898","BL430","BL","430","B","L","B","L","1","2790","486.3146925","61.27794125","0"
"uc2.ark+=13960=t9474nw6v","99000895","LA225.C44;LA225.C44","LA225","LA","225","L","A","L","A","201","398","487.85944","41.263683","0"
"uc2.ark+=13960=t9571c855","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t9571gg8j","13015657","PR3325.M3;PR3325.M3","PR3325","PR","3325","P","R","P","R","3291","3785","486.00742","40.889866","0"
"uc2.ark+=13960=t9668ch7w","22014980","LB2321.G2 1922a;LB2321.G2 1922a","LB2321","LB","2321","L","B","L","B","2300","2430","473.80191","127.8980125","0"
"uc2.ark+=13960=t9668ck69","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t9765v20n","17021850","B823.S6;B823.S6","B823","B","823","B","","B","","823","823","489.1374","31.432837","0"
"uc2.ark+=13960=t9862f60n","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t9862f79f","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t9862j171","5023684","HQ728.H2;HQ728.H2","HQ728","HQ","728","H","Q","H","Q","1","2044","468.667758269231","123.021224","0"
"uc2.ark+=13960=t9959h36n","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t9959pw5j","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t9b56gt5b","18022882","BL80.H6;BL80.H6","BL80","BL","80","B","L","B","L","74","99","487.22046","119.910446","0"
"uc2.ark+=13960=t9b56h56q","3031497","BV1520.H37;BV1520.H37","BV1520","BV","1520","B","V","B","V","1460","1615","470.723196666667","118.132187333333","0"
"uc2.ark+=13960=t9b56hc10","13004152","LC4601.W2;LC4601.W2","LC4601","LC","4601","L","C","L","","","","477.450583","102.1775434","0"
"uc2.ark+=13960=t9c53hs1j","10032056","B12921882;B1271 1882","B1292","B","1292","B","","B","","108","5802","475.137111359259","94.9653543225926","0"
"uc2.ark+=13960=t9d50hh52","32025787","QH368.H21 1897;QH368.H21 1897","QH368","QH","368","Q","H","Q","H","359","425","275.07986","80.58707","0"
"uc2.ark+=13960=t9d50hv3k","10025851","QH501.M2;QH501.M2","QH501","QH","501","Q","H","Q","H","301","705.5","345.921194666667","148.747596","0"
"uc2.ark+=13960=t9d50jj9v","17004347","BC108.S4;BC108.S4","BC108","BC","108","B","C","B","C","1","199","107.72035","116.4960055","0"
"uc2.ark+=13960=t9d50kh4d","a15002319","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t9d50rd1p","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t9f47jn7v","22018428","QL47.M5;QL47.M5","QL47","QL","47","Q","L","Q","L","1","991","291.373798333333","67.6840796666667","0"
"uc2.ark+=13960=t9f47kf5m","14015408","HD3625.R6;HD3625.R6","HD3625","HD","3625","H","D","H","D","28","9999","104.427117098039","129.355769607843","0"
"uc2.ark+=13960=t9f47s306","12006841","BD632.N5;BD632.N5","BD632","BD","632","B","D","B","","","","476.303576671572","94.5194084680454","0"
"uc2.ark+=13960=t9g44mg7m","20013133","BX5125.B35;BX5125.B35","BX5125","BX","5125","B","X","B","X","4800","9999","486.0396045","46.08890275","0"
"uc2.ark+=13960=t9g44sq1x","21020283","LB775.A4;LB775.A4","LB775","LB","775","L","B","L","","","","477.450583","102.1775434","0"
"uc2.ark+=13960=t9h41mz91","8008288","B823.I6;B823.I6","B823","B","823","B","","B","","823","823","489.1374","31.432837","0"
"uc2.ark+=13960=t9h41n36s","a13000454","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t9h41rd1n","22011544","PN2037.G6 1922a;PN2037.G6 1922a","PN2037","PN","2037","P","N","P","N","2000","3307","481.582102880952","54.7081675857143","0"
"uc2.ark+=13960=t9h41xq9m","4013108","PB35.S85;PB35.S85","PB35","PB","35","P","B","P","B","1","431","481.07839625","53.50551325","0"
"uc2.ark+=13960=t9j38pm0n","4032171","JN327.B8;JN327.B8","JN327","JN","327","J","N","J","N","101","1371","485.30353","128.51244","0"
"uc2.ark+=13960=t9k35q499","11001200","HV6039.B5;HV6039.B5","HV6039","HV","6039","H","V","H","V","6001","7220.5","460.436632916667","149.991809958333","0"
"uc2.ark+=13960=t9k35qf8v","8004327","LB1573.H88;LB1573.H88","LB1573","LB","1573","L","B","L","","","","477.450583","102.1775434","0"
"uc2.ark+=13960=t9k35qp5j","15015121","HC31.C7 vol. 46a;HC31.C7 vol. 46a","HC31","HC","31","H","C","H","C","10","1085","497.994320972222","126.071793861111","0"
"uc2.ark+=13960=t9m32pc2t","19011815","E168.R85;E168.R85","E168","E","168","E","","E","","151","169.12","487.43345","78.538971","0"
"uc2.ark+=13960=t9m32pk4g","15004981","QP401.C7;QP401.C7","QP401","QP","401","Q","P","Q","P","351","495","405.149091","162.0499585","0"
"uc2.ark+=13960=t9m32r759","10015674","Z5819.K58;Z5819.K58","Z5819","Z","5819","Z","","Z","","5051","7999","498.739580310697","129.190362674948","0"
"uc2.ark+=13960=t9m33077j","22009864","HB171.5.H4 1922a","HB171","HB","171","H","B","H","B","1","3840","498.136144887218","132.330840639098","0"
"uc2.ark+=13960=t9n29tj7r","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t9n29xq6r","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t9p26rx4k","9003389","QL703.S4;QL703.S4","QL703","QL","703","Q","L","Q","L","700","739.8","272.52396","47.40796","0"
"uc2.ark+=13960=t9p26sc2v","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t9p26sp5b","a13002057","HV9646.H65;HV9646.H65","HV9646","HV","9646","H","V","H","V","8301","9920.7","461.66135","146.94527","0"
"uc2.ark+=13960=t9p26ss3q","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t9p26z832","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t9p270h11","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t9p27553k","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t9q23s73q","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t9q23st1c","4024919","QL706.P84;QL706.P84","QL706","QL","706","Q","L","Q","L","700","739.8","272.52396","47.40796","0"
"uc2.ark+=13960=t9r20v46t","11010957","HV6038.L6;HV6038.L6","HV6038","HV","6038","H","V","H","V","6001","7220.5","460.436632916667","149.991809958333","0"
"uc2.ark+=13960=t9r20v943","10008430","BJ1311.R4;BJ1311.R4","BJ1311","BJ","1311","B","J","B","J","1","1725","485.797275","41.054003","0"
"uc2.ark+=13960=t9r20vd4f","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t9r20vj7p","9002038","BL85.C8;BL85.C8","BL85","BL","85","B","L","B","L","74","99","487.22046","119.910446","0"
"uc2.ark+=13960=t9r20zs34","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t9r213f3p","W6000291","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t9r215m28","98189937","PR5136.G7 1904;PR5136.G7 1904","PR5136","PR","5136","P","R","P","R","3991","5990","485.834151666667","41.223756","0"
"uc2.ark+=13960=t9t14w82w","4010729","QL496.P87;QL496.P87","QL496","QL","496","Q","L","Q","L","461","599.82","270.60703","43.721394","0"
"uc2.ark+=13960=t9t14x51g","6023069","H31.C7 vol. 24, no. 3;H31.C7 vol. 24, no. 3","H31","H","31","H","","H","","31","31","498.08307","127.283585","0"
"uc2.ark+=13960=t9v11zf24","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t9w08z347","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t9w095g7g","20016882","PR6005.U5E6 1920;PR6005.U5E6 1920","PR6005","PR","6005","P","R","P","R","6005","6005","486.00742","40.889866","0"
"uc2.ark+=13960=t9x060s7m","15027664","B126.K5;B126.K5","B126","B","126","B","","B","","108","708","477.03069094152","99.4354438584795","0"
"uc2.ark+=13960=t9x06170g","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t9z03208s","13017257","PA2293.W3;PA2293.W3","PA2293","PA","2293","P","A","P","A","2001","2915","484.02557","38.80597","0"
"uc2.ark+=13960=t9z032n5v","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t9z036g0v","16008265","B818.B75;B818.B75","B818","B","818","B","","B","","808","849","457.025465","72.25719975","0"
"uiuo.ark+=13960=t0000211j","14010447","BF431.S735;BF431.S735","BF431","BF","431","B","F","B","F","309","499","452.928644166667","154.113598333333","0"
"uiuo.ark+=13960=t1hh6f12z","14022950","Z881.C53B15;Z881.C53B15","Z881","Z","881","Z","","Z","","881","980","486.93","38.386612","0"
"uiuo.ark+=13960=t2697228j","10020483","BF552.F7;BF552.F7","BF552","BF","552","B","F","B","F","1","990","447.550630598958","159.720378619792","0"
"uiuo.ark+=13960=t3pv6dc13","7002426","BJ1063.L6;BJ1063.L6","BJ1063","BJ","1063","B","J","B","J","1","1725","485.797275","41.054003","0"
"uiuo.ark+=13960=t4nk3bx4z","A16000008","","","","","","","","","","","-","-","0"
"uiuo.ark+=13960=t4th8vr4p","","","","","","","","","","","","-","-","0"
"uiuo.ark+=13960=t6b27tc2q","","","","","","","","","","","","-","-","0"
"uiuo.ark+=13960=t6tx40w2b","GS22000072","","","","","","","","","","","-","-","0"
"uiuo.ark+=13960=t76t11h49","","","","","","","","","","","","-","-","0"
"uiuo.ark+=13960=t78s4ws2p","sn91034120","","","","","","","","","","","-","-","0"
"uiuo.ark+=13960=t8bg2kt5w","","","","","","","","","","","","-","-","0"
"uiuo.ark+=13960=t8tb11b3m","3012903","B77.J3;B77.J3","B77","B","77","B","","B","","77","77","475.07986","143.25871","0"
"uiuo.ark+=13960=t9765d227","17004718","RC415.A43;RC415.A43","RC415","RC","415","R","C","R","C","346","429","418.690085833333","162.408373333333","0"
"uiuo.ark+=13960=t9j38p31d","e15002762","QB981.K2;QB981.K2","QB981","QB","981","Q","B","Q","","","","331.62677728137","128.752883905278","0"
"yale.39002001964478","19019605","E404.S66;E404.S66","E404","E","404","E","","E","","303","440.5","164.91215","48.6368165","0"
"yale.39002002064872","9028082","CT25.B8;CT25.B8","CT25","CT","25","C","T","C","","","","490.54628477193","65.8144416298246","0"
"yale.39002002568294","19013640","E173.C55 vol. 1;E173.C55 vol. 1","E173","E","173","E","","E","","171","180","485.58671","54.57506875","0"
"yale.39002003212272","","","","","","","","","","","","-","-","0"
"yale.39002004985520","17004579","CT21.D8;CT21.D8","CT21","CT","21","C","T","C","","","","490.54628477193","65.8144416298246","0"
"yale.39002005180337","15023332","DC146.B85E6;DC146.B85E6","DC146","DC","146","D","C","D","C","139","249","485.9425","47.40796","0"
"yale.39002005823431","19002200","BL475.W3;BL475.W3","BL475","BL","475","B","L","B","L","1","2790","486.3146925","61.27794125","0"
"yale.39002006641147","14009876","","","","","","","","","","","-","-","0"
"yale.39002007665707","a13002174","BV5081.U5;BV5081.U5","BV5081","BV","5081","B","V","B","V","1","5099","470.723196666667","118.132187333333","0"
"yale.39002008863848","32005211","BL1031.L8 1899;Microfilm 82/5563 (BL)","BL1031","BL","1031","B","L","B","L","1000","2370","484.02557","60.925373","0"
"yale.39002013039301","","","","","","","","","","","","-","-","0"
"yale.39002021134748","21002941","BL625.S6;BL625.S6","BL625","BL","625","B","L","B","L","1","2790","486.3146925","61.27794125","0"
"yale.39002021897518","22013900","BR128.M5P3;BR128.M5P3","BR128","BR","128","B","R","B","R","1","1725","486.112615535714","44.7346468392857","0"
"yale.39002024546468","99002387","BX7250.B6;Microfilm 82/5054 (BX)","BX7250","BX","7250","B","X","B","X","6101","9999","486.0396045","46.08890275","0"
"yale.39002032344864","","","","","","","","","","","","-","-","0"
"yale.39002037686137","19001047","BX8231.N3;BX8231.N3","BX8231","BX","8231","B","X","B","X","6101","9999","486.0396045","46.08890275","0"
"yale.39002039185831","a11001969","BS648.J6;BS648.J6","BS648","BS","648","B","S","B","S","410","680","165.725385","38.596291","0"
"yale.39002041462665","33024788","BS1232.B4;BS1232.B4","BS1232","BS","1232","B","S","B","","","","476.303576671572","94.5194084680454","0"
"yale.39002050324780","18018346","BM165.B3;BM165.B3","BM165","BM","165","B","M","B","M","1","449","486.93","38.386612","0"
"yale.39002050472662","12010660","BR50.P7;BR50.P7","BR50","BR","50","B","R","B","R","1","1725","486.112615535714","44.7346468392857","0"
"yale.39002050947556","5034460","BT121.W8 1904;BT121.W2 1904","BT121","BT","121","B","T","B","","","","476.303576671572","94.5194084680454","0"
"yale.39002051005289","a14002409","BS2350.J6 1914;BS2350.J6 1914","BS2350","BS","2350","B","S","B","","","","476.303576671572","94.5194084680454","0"
"yale.39002051069210","","","","","","","","","","","","-","-","0"
"yale.39002051123355","a25000166","","","","","","","","","","","-","-","0"
"yale.39002051302025","","","","","","","","","","","","-","-","0"
"yale.39002051307032","","","","","","","","","","","","-","-","0"
"yale.39002053182706","","","","","","","","","","","","-","-","0"
"yale.39002053279163","38015098","AC5.E6;AC5.E6","AC5","AC","5","A","C","A","","","","486.260327148325","90.1608912623206","0"
"yale.39002053334950","a15000480","","","","","","","","","","","-","-","0"
"yale.39002085400373","","","","","","","","","","","","-","-","0"
"yale.39002085400498","","","","","","","","","","","","-","-","0"
"yale.39002085618560","10010544","BR375.L7;BR375.L7","BR375","BR","375","B","R","B","R","290","481","486.93","38.386612","0"
"yale.39002085619394","21010868","E169.G34;E169.G34","E169","E","169","E","","E","","169","169","485.9425","47.40796","0"
"yale.39002085760826","17003576","LA421.C6;LA421.C6","LA421","LA","421","L","A","L","","","","477.450583","102.1775434","0"
"yale.39002088374567","","","","","","","","","","","","-","-","0"
"yale.39002088376646","14006261","BT28.B23;BT28.B23","BT28","BT","28","B","T","B","","","","476.303576671572","94.5194084680454","0"
"yale.39002088377958","","","","","","","","","","","","-","-","0"
"yale.39002088440558","","","","","","","","","","","","-","-","0"
"yale.39002088444303","","","","","","","","","","","","-","-","0"
"yale.39002088444519","","","","","","","","","","","","-","-","0"
"yale.39002088446423","12034529","BR45.B3 1894;BR45.B3 1894","BR45","BR","45","B","R","B","R","1","1725","486.112615535714","44.7346468392857","0"
"yale.39002088448759","2014035","BS2375.G3;BS2375.G3","BS2375","BS","2375","B","S","B","","","","476.303576671572","94.5194084680454","0"
"yale.39002088449518","14014381","BT235.C5;BT235.C5","BT235","BT","235","B","T","B","","","","476.303576671572","94.5194084680454","0"
"yale.39002088664421","17021168","BL25.H52 1887a;BL25.H52 1887a","BL25","BL","25","B","L","B","L","1","50","486.5608155","52.12140955","0"
"yale.39002088670352","","","","","","","","","","","","-","-","0"
"yale.39002088675179","a25000166","","","","","","","","","","","-","-","0"
"yale.39002088675732","12010660","BR50.P7;BR50.P7","BR50","BR","50","B","R","B","R","1","1725","486.112615535714","44.7346468392857","0"
"yale.39002088676755","14015195","BT75.B834;BT75.B834","BT75","BT","75","B","T","B","","","","476.303576671572","94.5194084680454","0"
"yale.39002088677183","13001885","BL262.S5;BL262.S5","BL262","BL","262","B","L","B","L","239","265","487.85944","41.263683","0"
"yale.39002088677225","","","","","","","","","","","","-","-","0"
"yale.39002088677738","","","","","","","","","","","","-","-","0"
"yale.39002089542071","","","","","","","","","","","","-","-","0"
