"id","id2","full_call","short_call","main","topic","class","subclass","matched_class","matched_subclass","matched_lowtopic","matched_hightopic","match_x","match_y","multimatch"
"uc2.ark+=13960=t43r0st6k","12023910","PR2823.C6;PR2823.C6","PR2823","PR","2823","P","R","P","R","2199","3195","479.90466","90.845433","0"
"uc2.ark+=13960=t44q7s06f","a36000018","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t44q7s07x","17030591","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t44q7s87h","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t44q7sm70","4037065","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t45q4tk55","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t45q4tt59","4024153","DU21.P44;DU21.P44","DU21","DU","21","D","U","D","U","1","950","486.28329","120.565837466667","0"
"uc2.ark+=13960=t45q4xt5j","a13000423","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t46q21z6m","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t47p8wh8b","17021172","BL25.H5 1891;BL25.H5 1891","BL25","BL","25","B","L","B","L","1","50","486.5608155","52.12140955","0"
"uc2.ark+=13960=t47p8x14j","15023606","BF431.G7;BF431.G7","BF431","BF","431","B","F","B","F","309","499","452.928644166667","154.113598333333","0"
"uc2.ark+=13960=t48p5wf74","21014560","QB36.L85L4;QB36.L85L4","QB36","QB","36","Q","B","Q","","","","331.62677728137","128.752883905278","0"
"uc2.ark+=13960=t48p5x83c","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t48p62227","10008180","B832.B4;B832.B4","B832","B","832","B","","B","","808","849","457.025465","72.25719975","0"
"uc2.ark+=13960=t48p63r2m","e10000054","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t48p6797v","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t49p30n7m","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t49p30t6c","14004897","LC4661.M6;LC4661.M6","LC4661","LC","4661","L","C","L","","","","477.450583","102.1775434","0"
"uc2.ark+=13960=t49p31638","12035105","Z5781.M65;Z5781.M65","Z5781","Z","5781","Z","","Z","","5051","7999","498.739580310697","129.190362674948","0"
"uc2.ark+=13960=t4bp00701","11015947","B1294.C8 1834;B1294.C8 1834","B1294","B","1294","B","","B","","108","5802","475.137111359259","94.9653543225926","0"
"uc2.ark+=13960=t4bp08m9m","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t4bp0cr28","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t4cn6zs20","12032834","PR4735.H4R4 1863;PR4735.H4R4 1863","PR4735","PR","4735","P","R","P","R","3991","5990","485.834151666667","41.223756","0"
"uc2.ark+=13960=t4cn70z1j","6708","LB1025.S65;LB1025.S65","LB1025","LB","1025","L","B","L","B","1025","1050.75","484.02557","44.95025","0"
"uc2.ark+=13960=t4cn71j03","10020183","LB1137.A7;LB1137.A7","LB1137","LB","1137","L","B","L","B","1101","1139","446.96484","164.14925","0"
"uc2.ark+=13960=t4cn71p78","9029262","HD7101.M2;HD7101.M2","HD7101","HD","7101","H","D","H","D","7088","7252","493.29074","136.5","0"
"uc2.ark+=13960=t4cn72b6q","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t4cn74f2z","10014220","HQ1593.S8;HQ1593.S8","HQ1593","HQ","1593","H","Q","H","Q","1101","2030.7","476.55243025","113.8163979","0"
"uc2.ark+=13960=t4cn7903p","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t4dn4208c","20015226","D16.8.B75;D16.8.B75","D16","D","16","D","","D","","16","16","485.623015","52.9378115","0"
"uc2.ark+=13960=t4dn42k42","20013790","LB1623.B7;LB1623.B7","LB1623","LB","1623","L","B","L","","","","477.450583","102.1775434","0"
"uc2.ark+=13960=t4dn43149","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t4dn4315s","17022306","BD31.S4;BD31.S4","BD31","BD","31","B","D","B","","","","476.303576671572","94.5194084680454","0"
"uc2.ark+=13960=t4dn43c77","20010065","LB2160.A4M5;LB2160.A4M5","LB2160","LB","2160","L","B","L","","","","477.450583","102.1775434","0"
"uc2.ark+=13960=t4fn11f60","19002719","TX145.P3 1918;TX145.P3 1918","TX145","TX","145","T","X","T","","","","188.503134916667","174.775261020833","0"
"uc2.ark+=13960=t4fn12n1p","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t4fn12s8v","19006642","LB1131.H8;LB1131.H8","LB1131","LB","1131","L","B","L","B","1101","1139","446.96484","164.14925","0"
"uc2.ark+=13960=t4fn12w9p","15016414","DS710.L65;DS710.L65","DS710","DS","710","D","S","D","S","701","799.9","490.874116333333","106.175999833333","0"
"uc2.ark+=13960=t4gm82m1v","6006246","B818.S3;B818.S3","B818","B","818","B","","B","","808","849","457.025465","72.25719975","0"
"uc2.ark+=13960=t4gm83n5n","l23000061","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t4gm84g7s","18006188","LB1131.P58;LB1131.P58","LB1131","LB","1131","L","B","L","B","1101","1139","446.96484","164.14925","0"
"uc2.ark+=13960=t4gm84j3r","13009713","LB1165.I5;LB1165.I5","LB1165","LB","1165","L","B","L","","","","477.450583","102.1775434","0"
"uc2.ark+=13960=t4hm5b06p","2027301","BL51.S67;BL51.S67","BL51","BL","51","B","L","B","L","51","65","448.88177","162.9204","0"
"uc2.ark+=13960=t4hm5dc9w","14010066","HQ21.M6;HQ21.M6","HQ21","HQ","21","H","Q","H","Q","21","21","486.58148","142.02985","0"
"uc2.ark+=13960=t4jm25j40","7036884","RM921.F72;RM921.F72","RM921","RM","921","R","M","R","M","1","950","425.8786","182.58209","0"
"uc2.ark+=13960=t4jm25m4w","24005670","BT752.R5 1922;Microfilm 79791 BT","BT752","BT","752","B","T","B","","","","476.303576671572","94.5194084680454","0"
"uc2.ark+=13960=t4kk96c96","e20000409","L111.A6 1920, no. 1;L111.A6","L111","L","111","L","","L","","111","791","479.014297142857","112.132809142857","0"
"uc2.ark+=13960=t4kk96p3b","14002935","HV6038.G35;HV6038.G35","HV6038","HV","6038","H","V","H","V","6001","7220.5","460.436632916667","149.991809958333","0"
"uc2.ark+=13960=t4kk97n96","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t4kk9dr3q","16022564","PN81.B8;PN81.B8","PN81","PN","81","P","N","P","N","80","99","108.591821111111","73.8818291111111","0"
"uc2.ark+=13960=t4mk6770n","9032690","HM51.B32;HM51.B32","HM51","HM","51","H","M","H","","","","482.753497147051","127.326241025193","0"
"uc2.ark+=13960=t4mk6844n","14013415","PR145.B2;PR145.B2","PR145","PR","145","P","R","P","R","1","9680","491.502169081633","47.4331772755102","0"
"uc2.ark+=13960=t4mk68p78","10012885","BF161.L4;BF161.L4","BF161","BF","161","B","F","B","F","1","990","447.550630598958","159.720378619792","0"
"uc2.ark+=13960=t4nk3981k","16023537","RA776.W83;RA776.W83","RA776","RA","776","R","A","R","A","421","790.95","386.78114625","185.884638125","0"
"uc2.ark+=13960=t4nk39c7t","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t4nk3fz73","18018346","BM165.B3;BM165.B3","BM165","BM","165","B","M","B","M","1","449","486.93","38.386612","0"
"uc2.ark+=13960=t4pk08p7m","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t4pk0904m","a11002209","HM126.B5;HM126.B5","HM126","HM","126","H","M","H","","","","482.753497147051","127.326241025193","0"
"uc2.ark+=13960=t4pk0949t","1005854","B823.W3;B823.W3","B823","B","823","B","","B","","823","823","489.1374","31.432837","0"
"uc2.ark+=13960=t4pk0b548","9013549","BH201.C5;BH201.C5","BH201","BH","201","B","H","B","H","1","301","492.32568","29.519371","0"
"uc2.ark+=13960=t4qj79w2x","e21000485","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t4qj7d429","e19000303","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t4rj4c282","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t4rj4cm3t","3010699","LB1025.G5;LB1025.G5","LB1025","LB","1025","L","B","L","B","1025","1050.75","484.02557","44.95025","0"
"uc2.ark+=13960=t4rj4cr3m","4003692","LB1115.P92;Microfilm 32146 LB","LB1115","LB","1115","L","B","L","B","1101","1139","446.96484","164.14925","0"
"uc2.ark+=13960=t4sj1c662","22004914","QL751.M3;QL751.M3","QL751","QL","751","Q","L","Q","L","750","795","330.990405","111.922885","0"
"uc2.ark+=13960=t4sj1ct5n","20005645","HD8072.P25;HD8072.P25","HD8072","HD","8072","H","D","H","D","8045","8943","129.476835","112.8445285","0"
"uc2.ark+=13960=t4sj1d22r","17030599","BF1275.B5Z3;BF1275.B5Z3","BF1275","BF","1275","B","F","B","F","1001","1389","441.85303","180.12437","0"
"uc2.ark+=13960=t4sj1dp8q","14015723","HF5386.P2;HF5386.P2","HF5386","HF","5386","H","F","H","F","5381","5386","469.32907","158.00497","0"
"uc2.ark+=13960=t4sj1dz3w","16015768","Z2354.T7S3;Z2354.T7S3","Z2354","Z","2354","Z","","Z","","2000","2959","453.662405","96.77594975","0"
"uc2.ark+=13960=t4sj1f600","8026696","CB214.G5;CB214.G5","CB214","CB","214","C","B","C","B","195","281","490.72117475","87.1105205","0"
"uc2.ark+=13960=t4th8k23x","7029750","DS821.G88;Microfilm 30469 DS","DS821","DS","821","D","S","D","S","821","821","484.02557","60.925373","0"
"uc2.ark+=13960=t4th8kk7k","12024808","Z7164.L1T2;Z7164.L1T2","Z7164","Z","7164","Z","","Z","","5051","7999","498.739580310697","129.190362674948","0"
"uc2.ark+=13960=t4th8p89r","16013170","HG9753.A1N45 1916;HG9753.A1N45 1916","HG9753","HG","9753","H","G","H","G","1","9999","491.6933","136.5","0"
"uc2.ark+=13960=t4vh5fn4j","21014076","HD8072.T27;HD8072.T27","HD8072","HD","8072","H","D","H","D","8045","8943","129.476835","112.8445285","0"
"uc2.ark+=13960=t4vh5ft8q","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t4wh2fm7q","6014562","QH361.H15;QH361.H15","QH361","QH","361","Q","H","Q","H","359","425","275.07986","80.58707","0"
"uc2.ark+=13960=t4wh2h71q","15018580","LB1026.S9 1915a;LB1026.S9 1915a","LB1026","LB","1026","L","B","L","B","1025","1050.75","484.02557","44.95025","0"
"uc2.ark+=13960=t4wh2h75n","17011996","B835.G5;B835.G5","B835","B","835","B","","B","","808","849","457.025465","72.25719975","0"
"uc2.ark+=13960=t4wh2s68z","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t4xg9j44v","6006901","LA128.M3;LA126.M2","LA128","LA","128","L","A","L","","","","477.450583","102.1775434","0"
"uc2.ark+=13960=t4zg6h979","18010794","QL467.F26;QL467.F26","QL467","QL","467","Q","L","Q","L","461","599.82","270.60703","43.721394","0"
"uc2.ark+=13960=t4zg6ht2m","2013521","BS1198.O6;BS1198.O6","BS1198","BS","1198","B","S","B","","","","476.303576671572","94.5194084680454","0"
"uc2.ark+=13960=t4zg6j49f","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t4zg6jj4d","8003283","LB775.M4;Microfilm 15861 LB","LB775","LB","775","L","B","L","","","","477.450583","102.1775434","0"
"uc2.ark+=13960=t4zg6nw3n","18016987","JC325.G5;JC325.G5","JC325","JC","325","J","C","J","C","11","605","485.942506666667","88.7794373333333","0"
"uc2.ark+=13960=t50g3jj8s","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t50g3jp2p","65058526","QL253.S29 1899a (Rare Bk Coll);QL253.S29 1899a","QL253","QL","253","Q","L","Q","L","1","991","291.373798333333","67.6840796666667","0"
"uc2.ark+=13960=t50g3mb8x","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t50g3md5c","12022145","B798.D3H68;B798.D3H68","B798","B","798","B","","B","","108","5802","475.137111359259","94.9653543225926","0"
"uc2.ark+=13960=t51g0m19j","6030626","LB1025.H86;LB1025.H86","LB1025","LB","1025","L","B","L","B","1025","1050.75","484.02557","44.95025","0"
"uc2.ark+=13960=t51g0nf4x","21005787","N7301.S27;N7301.S27","N7301","N","7301","N","","N","","5300","7418","484.713826666667","72.48087","0"
"uc2.ark+=13960=t51g0rn2w","22016531","LB1594.E37;LB1594.E37","LB1594","LB","1594","L","B","L","","","","477.450583","102.1775434","0"
"uc2.ark+=13960=t51g0w53r","23006748","PN99.I8Q5;PN99.I8Q5","PN99","PN","99","P","N","P","N","99","99","486.58148","47.40796","0"
"uc2.ark+=13960=t52f7m354","6023318","QL47.L76","QL47","QL","47","Q","L","Q","L","1","991","291.373798333333","67.6840796666667","0"
"uc2.ark+=13960=t52f7mr64","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t52f7nf13","10010989","BR121.M43;BR121.M43","BR121","BR","121","B","R","B","R","1","1725","486.112615535714","44.7346468392857","0"
"uc2.ark+=13960=t52f7rb8c","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t52f7rj82","12017584","HB171.D6;HB171.D6","HB171","HB","171","H","B","H","B","1","3840","498.136144887218","132.330840639098","0"
"uc2.ark+=13960=t52f7wd1j","62055105","DS40.M3;DS40.M3","DS40","DS","40","D","S","D","S","1","937","492.019222693548","80.9280137247312","0"
"uc2.ark+=13960=t53f4pd6n","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t53f4qv2z","14021508","PN3171.C8 1914;PN3171.C8 1914","PN3171","PN","3171","P","N","P","N","3171","3171","484.66455","43.721394","0"
"uc2.ark+=13960=t53f5267c","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t54f1pm8g","8034678","AS3 1904a;AS3 1904a","AS3","AS","3","A","S","A","S","2.5","4","135.907227777778","113.341752777778","0"
"uc2.ark+=13960=t54f1q04w","23007800","DS421.H6;DS421.H6","DS421","DS","421","D","S","D","S","401","486.8","488.244414","113.5240465","0"
"uc2.ark+=13960=t54f1zh6g","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t55d8ps5w","7029054","BF21.A7 no. 3;BF21.A7 no. 3","BF21","BF","21","B","F","B","F","21","21","455.91055","175.20895","0"
"uc2.ark+=13960=t55d8qn7g","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t56d5rh0w","17004579","CT21.D8;CT21.D8","CT21","CT","21","C","T","C","","","","490.54628477193","65.8144416298246","0"
"uc2.ark+=13960=t56d5rj1t","1005396","BJ1008.F5;BJ1008.F5","BJ1008","BJ","1008","B","J","B","J","1","1725","485.797275","41.054003","0"
"uc2.ark+=13960=t56d5s805","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t57d2s994","20017381","HF5635.H67;HF5635.H67","HF5635","HF","5635","H","F","H","F","5001","6182","460.809376666667","165.651185555556","0"
"uc2.ark+=13960=t57d2sq62","20015394","Z711.H97;Z711.H97","Z711","Z","711","Z","","Z","","711","711","108.94569","167.83582","0"
"uc2.ark+=13960=t57d2t499","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t59c6tb7t","e16000127","QL785.L76 1880;QL785.L76 1880","QL785","QL","785","Q","L","Q","L","750","795","330.990405","111.922885","0"
"uc2.ark+=13960=t59c6v335","21007047","B21.C8 no.12;B21.C8 no.12","B21","B","21","B","","B","","21","21","455.91055","175.20895","0"
"uc2.ark+=13960=t59c74n0k","24008395","PN4121.B3;PN4121.B3","PN4121","PN","4121","P","N","P","N","4001","4355","483.70608","106.597845833333","0"
"uc2.ark+=13960=t59c77s6h","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t5bc3ww51","18011176","BF412.K6;BF412.K6","BF412","BF","412","B","F","B","F","309","499","452.928644166667","154.113598333333","0"
"uc2.ark+=13960=t5bc3xq0s","12001339","BD558.W3;BD558.W3","BD558","BD","558","B","D","B","","","","476.303576671572","94.5194084680454","0"
"uc2.ark+=13960=t5bc3zr52","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t5cc0vf7x","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t5cc0x626","7003119","GN471.C6;GN471.C6","GN471","GN","471","G","N","G","N","406","517","485.30353","99.0199","0"
"uc2.ark+=13960=t5cc0xp2g","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t5cc11g2d","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t5cc13r39","12022004","BS1171.E45;BS1171.E45","BS1171","BS","1171","B","S","B","","","","476.303576671572","94.5194084680454","0"
"uc2.ark+=13960=t5db7wf2j","40038337","JX1416.U65 1916a;JX1416.U65 1916a","JX1416","JX","1416","J","X","J","X","1","6650","485.250277083333","120.422469333333","0"
"uc2.ark+=13960=t5db7z30x","5002100","BF408.C2;BF408.C2","BF408","BF","408","B","F","B","F","408","408","492.97125","158.00497","0"
"uc2.ark+=13960=t5db7zn03","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t5db8045k","99003162","G73.M13;G73.M13","G73","G","73","G","","G","","1","922","106.848795883636","91.8219869603636","0"
"uc2.ark+=13960=t5db80551","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t5db8b78h","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t5fb57s4p","5599","LB2341.T5;LB2341.T5","LB2341","LB","2341","L","B","L","B","2300","2430","473.80191","127.8980125","0"
"uc2.ark+=13960=t5gb21873","5037776","PN3365.W5;PN3365.W5","PN3365","PN","3365","P","N","P","N","3311","3503","485.346803333333","42.2433273333333","0"
"uc2.ark+=13960=t5gb21r2z","18023138","B791.S4;B791.S4","B791","B","791","B","","B","","108","5802","475.137111359259","94.9653543225926","0"
"uc2.ark+=13960=t5gb2263p","3003571","LB1025.M164 1903;LB1024.M166","LB1025","LB","1025","L","B","L","B","1025","1050.75","484.02557","44.95025","0"
"uc2.ark+=13960=t5gb24h5h","10013703","BF131.V2;BF131.V2","BF131","BF","131","B","F","B","F","1","990","447.550630598958","159.720378619792","0"
"uc2.ark+=13960=t5gb24n2v","9002722","HQ1426.M8;HQ1426.M8","HQ1426","HQ","1426","H","Q","H","Q","1101","2030.7","476.55243025","113.8163979","0"
"uc2.ark+=13960=t5j961z9t","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t5j962m5t","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t5j965970","42039991","BF121.M3 1908;BF121.M3 1908","BF121","BF","121","B","F","B","F","1","990","447.550630598958","159.720378619792","0"
"uc2.ark+=13960=t5j96fn2c","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t5m90504v","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t5m905b2c","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t5n875p2g","13010610","BR85.B42;BR85.B42","BR85","BR","85","B","R","B","R","1","1725","486.112615535714","44.7346468392857","0"
"uc2.ark+=13960=t5n87f82d","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t5p84550z","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t5p845h3w","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t5p84725v","a10002274","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t5p84f64n","21015721","HF5721.H6;HF5721.H6","HF5721","HF","5721","H","F","H","F","5001","6182","460.809376666667","165.651185555556","0"
"uc2.ark+=13960=t5p84g464","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t5q816x69","12026263","BL85.R3 1912;BL85.R3 1912","BL85","BL","85","B","L","B","L","74","99","487.22046","119.910446","0"
"uc2.ark+=13960=t5q818g4b","4003894","LC268.A3;Microfilm 68072 LC","LC268","LC","268","L","C","L","C","251","951","498.72205","139.57214","0"
"uc2.ark+=13960=t5q81dh0h","e14001644","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t5r78961b","a13000615","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t5r78fc6n","e08000726","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t5r78fd7k","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t5r78fs5j","12027951","HV6036.T33;HV6036.T33","HV6036","HV","6036","H","V","H","V","6001","7220.5","460.436632916667","149.991809958333","0"
"uc2.ark+=13960=t5r78k34r","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t5s757x0m","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t5s75800x","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t5s758m3f","28008235","AC8.F655;AC8.F655","AC8","AC","8","A","C","A","","","","486.260327148325","90.1608912623206","0"
"uc2.ark+=13960=t5s75ft74","11027942","DD61.R5;DD61.R5","DD61","DD","61","D","D","D","D","1","905","488.072426666667","73.21393","0"
"uc2.ark+=13960=t5t729j53","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t5t729r2b","15025518","DC146.B85E6 1915a;DC146.B85E6 1915a","DC146","DC","146","D","C","D","C","139","249","485.9425","47.40796","0"
"uc2.ark+=13960=t5t729r5s","7009291","LD41751891;LD4175 1891","LD41751891;LD4175","LD;LD","41751891;4175","L","D;LD","L","","","","477.450583","102.1775434","0"
"uc2.ark+=13960=t5t72p763","50023657","DT613.S3;DT613.S3","DT613","DT","613","D","T","D","T","470","671","249.52077","38.80597","0"
"uc2.ark+=13960=t5v699q30","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t5v69b880","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t5v69bd2w","16022292","BF173.W5;BF173.W5","BF173","BF","173","B","F","B","F","173","173","441.85303","180.12437","0"
"uc2.ark+=13960=t5w66bs1h","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t5w66d34t","e15000065","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t5x63ch8w","10032128","B1470 1748;Microfilm 35417 B","B1470","B","1470","B","","B","","108","5802","475.137111359259","94.9653543225926","0"
"uc2.ark+=13960=t5x63d669","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t5x63dg5d","e15001072","Z5811.B65;Z5811.B65","Z5811","Z","5811","Z","","Z","","5051","7999","498.739580310697","129.190362674948","0"
"uc2.ark+=13960=t5x63j43m","14015422","BF77.H6","BF77","BF","77","B","F","B","F","77","77","475.07986","143.25871","0"
"uc2.ark+=13960=t5x63p21d","17008476","HV6046.W4;HV6046.W4","HV6046","HV","6046","H","V","H","V","6001","7220.5","460.436632916667","149.991809958333","0"
"uc2.ark+=13960=t5z60dr0r","a14002409","BS2350.J6 1914;BS2350.J6 1914","BS2350","BS","2350","B","S","B","","","","476.303576671572","94.5194084680454","0"
"uc2.ark+=13960=t5z60g69r","20004088","BL60.C6;BL60.C6","BL60","BL","60","B","L","B","L","60","60","448.88177","162.9204","0"
"uc2.ark+=13960=t6057f659","6003661","QL751.W3;QL751.W3","QL751","QL","751","Q","L","Q","L","750","795","330.990405","111.922885","0"
"uc2.ark+=13960=t6057gk45","13018776","G73.H7;G73.H7","G73","G","73","G","","G","","1","922","106.848795883636","91.8219869603636","0"
"uc2.ark+=13960=t6057h457","10012412","B111.M45;B111.M45","B111","B","111","B","","B","","108","708","477.03069094152","99.4354438584795","0"
"uc2.ark+=13960=t6057nv97","16006242","DA962.L9;DA962.L9","DA962","DA","962","D","A","D","A","900","995","486.58148","86.116917","0"
"uc2.ark+=13960=t6057v16h","22009370","BL31.C3;BL31.C3","BL31","BL","31","B","L","B","L","1","50","486.5608155","52.12140955","0"
"uc2.ark+=13960=t6154h42z","6403","B3263.W45E5;B3263.W45E5","B3263","B","3263","B","","B","","108","5802","475.137111359259","94.9653543225926","0"
"uc2.ark+=13960=t6154hj68","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t6154hp7j","18014215","LB875.J8;LB875.J8","LB875","LB","875","L","B","L","","","","477.450583","102.1775434","0"
"uc2.ark+=13960=t6154hx1s","43020816","P49.H3;P49.H3","P49","P","49","P","","P","","49","49","492.32568","29.519371","0"
"uc2.ark+=13960=t6154j539","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t6251h77w","a11001970","BR50.M25;BR50.M25","BR50","BR","50","B","R","B","R","1","1725","486.112615535714","44.7346468392857","0"
"uc2.ark+=13960=t6251p74h","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t6251s20k","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t6251t200","22021420","B945.S23L7 1922;B945.S23L7 1922","B945","B","945","B","","B","","108","5802","475.137111359259","94.9653543225926","0"
"uc2.ark+=13960=t6348j56j","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t6348kh4g","4003893","LC1567.L3;LC1567.L3","LC1567","LC","1567","L","C","L","","","","477.450583","102.1775434","0"
"uc2.ark+=13960=t6445jg8q","32025787","QH368.H21 1897;QH368.H21 1897","QH368","QH","368","Q","H","Q","H","359","425","275.07986","80.58707","0"
"uc2.ark+=13960=t6445kc4v","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t6445mz2x","19010745","D523.D7;D523.D7","D523","D","523","D","","D","","501","680","482.200714298246","60.5237433245614","0"
"uc2.ark+=13960=t6542m09x","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t6542nv82","10013702","BF131.W4;Microfilm 12728 BF","BF131","BF","131","B","F","B","F","1","990","447.550630598958","159.720378619792","0"
"uc2.ark+=13960=t6542vm6f","20016507","D570.309.P3;D570.309.P3","D570","D","570","D","","D","","501","680","482.200714298246","60.5237433245614","0"
"uc2.ark+=13960=t6542wh6h","ui142384330","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t6639nh7q","1015230","BV1095.O2;BV1095.O2","BV1095","BV","1095","B","V","B","V","1","5099","470.723196666667","118.132187333333","0"
"uc2.ark+=13960=t6639nq8w","18005877","BF131.W8;BF131.W8","BF131","BF","131","B","F","B","F","1","990","447.550630598958","159.720378619792","0"
"uc2.ark+=13960=t6639nq9c","4005470","K3169.B87 1902;JC213.B96","K3169","K","3169","K","","K","","1","7720","480.191696","133.4278594","0"
"uc2.ark+=13960=t6639nz05","6022197","LB627.G9;LB627.G9","LB627","LB","627","L","B","L","","","","477.450583","102.1775434","0"
"uc2.ark+=13960=t6639p39q","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t6639q97v","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t6639t649","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t6639tq3j","9029098","AS3 1904u;AS3 1904u","AS3","AS","3","A","S","A","S","2.5","4","135.907227777778","113.341752777778","0"
"uc2.ark+=13960=t6639xk5z","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t6736ng7f","7041107","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t6736nw1x","E11000797","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t6736p82r","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t6736pb0p","14018026","PQ1240.E5T6;PQ1240.E5T6","PQ1240","PQ","1240","P","Q","P","Q","1","3999","481.9230455","36.6971523","0"
"uc2.ark+=13960=t6833p80z","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t6833pq8n","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t6833r12m","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t6833tf1b","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t6930qz4f","20009802","LB875.L45;LB875.L45","LB875","LB","875","L","B","L","","","","477.450583","102.1775434","0"
"uc2.ark+=13960=t6b27sx7w","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t6b27t305","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t6c24tx60","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t6c24vv6h","","","","","","","","","","","","-","-","0"
"uc2.ark+=13960=t6c25205p","13015896","HV6037.A83;HV6037.A83","HV6037","HV","6037","H","V","H","V","6001","7220.5","460.436632916667","149.991809958333","0"
